"composerName","workTitle"
"Mills,  Sebastian  Bach","TARENTELLE NO. 2"
"Bargiel,  Woldemar","PROMETHEUS"
"Prume,  Jehin","FANTASIE BRILLANTE FOR VIOLIN"
"Mozart,  Wolfgang  Amadeus","SYMPHONY NO. 38, D MAJOR, K.504, ""PRAGUE"""
"Wehli,  James  M.","GRANDE FANTASIE FOR PIANO"
"Berlioz,  Hector","SYMPHONIE FANTASTIQUE, OP.14"
"Wagner,  Richard","TRISTAN UND ISOLDE, WWV 90"
"Burgmuller,  Norbert","CONCERTO, PIANO, F SHARP MINOR, OP.1"
"Handel,  George  Frideric","SAMSON"
"Liszt,  Franz","ZWEI EPISODEN AUS LENAUS FAUST"
"Vieuxtemps,  Henri","BALLADE AND POLONAISE, VIOLIN, OP.38"
"Volkmann,  Friedrich  Robert","SYMPHONY, D MINOR"
"Vieuxtemps,  Henri","CONCERTO, VIOLIN, NO. 5, A MINOR, OP.37"
"Donizetti,  Gaetano","DON SEBASTIEN"
"Liszt,  Franz","CONCERTO, PIANO, NO. 1, E FLAT MAJOR"
"Berlioz,  Hector","ROMEO ET JULIETTE, OP.17"
"Chopin,  Frédéric","IMPROMPTU [UNSPECIFIED]"
"Mozart,  Wolfgang  Amadeus","CONCERTO, PIANO NO. 10, E-FLAT MAJOR, K.316A (OLD K.365) (2 PIANOS)"
"Bruch,  Max","FRITHJOF'S SAGA"
"Ritter,  Frederic  Louis","OTHELLO OVERTURE"
"Liszt,  Franz","FANTASY ON BEETHOVEN'S RUINS OF ATHENS"
"Veit,  Wenzel  Heinrich","KING IN THULE, THE"
"Kinkel,  Johanna","FAREWELL"
"Bruch,  Max","ROMAN TRIUMPH"
"Handel,  George  Frideric","RINALDO"
"Gade,  Niels","HAMLET"
"Gluck,  Christoph  Willibald","ORFEO ED EURIDICE (GENERAL)"
"Catel,  Charles  Simon","SÉMIRAMIS"
"Liszt,  Franz","CE QU'ON ENTEND SUR LA MONTAGNE (SYMPHONIC POEM NO. 1)"
"Mendelssohn,  Felix","SYMPHONY NO. 5, D MAJOR, OP.107 (REFORMATION)"
"Bull,  Ole","CONCERTO, VIOLIN, A MAJOR"
"Schubert,  Franz","SYMPHONY NO. 8, B MINOR, D.759 (UNFINISHED)"
"Bull,  Ole","POLACCA GUERRIERA, VIOLIN"
"Bach,  Johann  Sebastian","SUITE NO. 3, D MAJOR, BWV 1068"
"Liszt,  Franz","IDEALE, DIE (SYMPHONIC POEM NO. 12)"
"Rizzo,  Giovanni  Battista [Riccio]","SALVE MARIA"
"Raff,  Joachim","SYMPHONY NO. 2, C MAJOR, OP. 140"
"Mozart,  Wolfgang  Amadeus","CONCERTO, VIOLIN NO. 4, D MAJOR, K.218"
"Bull,  Ole","FANTASIA FROM BELLINI'S ROMEO"
"Anthem,","NORWAY"
"Goldmark,  Karl","SAKUNTALA OVERTURE, OP. 13"
"Rietz,  Julius","QUINTET"
"Liszt,  Franz","DANTE SYMPHONY (CHORAL)"
"Beethoven,  Ludwig  van","AH, PERFIDO, OP.65"
"Wagner,  Richard","MEISTERSINGER, DIE, WWV 96"
"Liszt,  Franz","LEGENDE VON DER HEILIGEN ELISABETH, DIE"
"Liszt,  Franz","CONCERTO, PIANO, NO. 2, A MAJOR"
"Rubinstein,  Anton","SYMPHONY NO. 2, C MAJOR, OP.42, (OCEAN) (1851 VERSION)"
"Bennett,  William  Sterndale","CONCERTO, PIANO, NO. 4"
"Bergmann,  Carl","RECITATIVE AND ROMANZE"
"Lachner,  Franz","QUARTET, SERENADE"
"Rubinstein,  Anton","E DUNQUE VERO?, OP. 58"
"Reinecke,  Carl","ALADDIN"
"Rubinstein,  Anton","CONCERTO, PIANO, NO. 4, D MINOR, OP. 70"
"Mendelssohn,  Felix","MIDSUMMER NIGHT'S DREAM, OP. 61 (ARR. PIANO) (ARR. Unspecified)"
"Mozart,  Wolfgang  Amadeus","IDOMENEO, K.366"
"Dachauer,  Louis","FAUST"
"Donizetti,  Gaetano","BETLY"
"Weber,  Carl  Maria Von","INTRODUCTION AND POLONAISE (ARR. Liszt)"
"Schumann,  Robert","JULIUS CAESAR, OP. 128"
"Reinecke,  Carl","CONCERTO, PIANO, NO. 1, F SHARP MINOR, OP. 72"
"Haydn,  Franz  Joseph","SYMPHONY NO.  88, G MAJOR"
"Raff,  Joachim","SYMPHONY NO. 3, F MAJOR, OP.153 (IM WALDE)"
"Bruch,  Max","CONCERTO, VIOLIN, NO. 1, G MINOR, OP.26"
"Heinefetter,  Wilhelm","MACBETH, OP. 13 (OVERTURE)"
"Donizetti,  Gaetano","POLIUTO"
"Ritter,  Frederic  Louis","SYMPHONY NO. 2, E MINOR"
"Boieldieu,  François-Adrien","JEAN DE PARIS"
"Frey,  M.","WIE KAM DIE LIEBE"
"Lachner,  Franz","KRIEGERS GEBET"
"Bach,  Johann  Sebastian","CHRISTMAS ORATORIO, CANTATAS 1 - 3, BWV 248"
"Mozart,  Wolfgang  Amadeus","CONCERTO, PIANO NO. 23, A MAJOR, K.488"
"Beethoven,  Ludwig  van","TRIO, VLN/VC/PNO, OP. 97, B-FLAT (""ARCHDUKE""): ANDANTE (ARR. ORCH.) (ARR. Liszt)"
"Schumann,  Robert","DICHTERLIEBE, OP. 48"
"Erdmannsdorfer,  Max  Von","PRINZESSIN ILSE: OVERTURE"
"Chopin,  Frédéric","PRELUDES, OP. 28"
"Raff,  Joachim","SYMPHONY NO. 4, G MINOR"
"Haydn,  Franz  Joseph","SPIRIT'S SONG, HXXVIA:41"
"Hiller,  Ferdinand","PRAYER"
"Pinsoti,","SON OF THE OCEAN ISLE"
"Beethoven,  Ludwig  van","CONSECRATION OF THE HOUSE OVERTURE, OP. 124"
"Liszt,  Franz","CHRISTUS"
"Gade,  Niels","SYMPHONY NO. 8, B MINOR, OP. 47"
"Bargiel,  Woldemar","ADAGIO FOR CELLO, OP.38"
"Matzka,  George","GALILEI OVERTURE, A MAJOR"
"Haydn,  Franz  Joseph","SYMPHONY NO.  92, G MAJOR (OXFORD)"
"Rubinstein,  Anton","SYMPHONY NO. 2 (OCEAN), C MAJOR, OP.42 (1863 VERSION)"
"Spohr,  Louis","CONCERTO, VIOLIN, NO.  9, D MINOR, OP. 55"
"Bruch,  Max","LORELEY"
"Bellini,  Vincenzo","BEATRICE DI TENDA"
"Rubinstein,  Anton","SYMPHONY NO. 1, F MAJOR"
"Schubert,  Franz","FANTASIE, F MINOR, D.940 (PIANO FOUR HANDS) (ARR. Rudorff)"
"Chopin,  Frédéric","TARANTELLE, A-FLAT MAJOR, OP. 43"
"Gade,  Niels","MICHEL ANGELO"
"Bach,  Johann  Sebastian","SONATA, VIOLIN, UNACCOMPANIED, NO. 1, G MINOR, BWV 1001"
"Bristow,  George  Frederick","SYMPHONY NO. 4, E MINOR, OP.50 (ARCADIAN)"
"Rubinstein,  Anton","O FRAGE NICHT!"
"Rubinstein,  Anton","NACHHALL"
"Raff,  Joachim","SYMPHONY NO. 5 (LENORE) E MAJOR, OP. 177"
"Grimm,  Julius  Otto","SUITE NO. 2, OP. 16"
"Raff,  Joachim","CONCERTO, PIANO, C MINOR, OP. 185"
"Dietrich,  Albert  Hermann","NORMANNENFAHRT"
"Herold,  Louis  Joseph Ferdinand [Hérold]","PRE AUX CLERCS"
"Chopin,  Frédéric","NOCTURNES (ORIG. SOLO PIANO)"
"Schumann,  Robert","ARABESQUE, C MAJOR, OP. 18"
"Bach,  Johann  Sebastian","PARTITA NO. 2, D MINOR, BWV 1004: CHACONNE  (ARR. Raff)"
"Haydn,  Franz  Joseph","SYMPHONY NO.  95, C MINOR"
"Raff,  Joachim","SYMPHONY NO. 6, D MINOR, OP. 189"
"Spohr,  Louis","SYMPHONY NO. 3, C MINOR, OP. 78"
"Lassen,  Eduard","FESTIVAL OVERTURE, OP.51"
"Damrosch,  Leopold","CONCERTO, VIOLIN"
"Bennett,  William  Sterndale","FANTASIE OVERTURE, OP.42"
"Schumann,  Robert","FASCHINGSSCHWANK AUS WIEN, OP. 26"
"Bulow,  Hans  Von","JULIUS CAESAR"
"Brahms,  Johannes","CONCERTO, PIANO, NO. 1, D MINOR, OP.15"
"Verdi,  Giuseppe","RIGOLETTO"
"Pfeffer,  Walter","LIEBESBOTSCHAFT"
"Bach,  Johann  Sebastian","PARTITA NO. 2, D MINOR, BWV 1004"
"Reinecke,  Carl","CONCERTO, PIANO, NO. 2, E MINOR, OP. 120"
"Metzdorff,  Richard","SYMPHONY NO. 1, F MAJOR"
"Cherubini,  Luigi","FANISKA"
"Chopin,  Frédéric","RONDEAU FOR PIANO, E-FLAT MAJOR, OP. 16"
"Tchaikovsky,  Pyotr  Ilyich","ROMEO AND JULIET, FANTASY-OVERTURE"
"Liszt,  Franz","HUNGARIAN RHAPSODY NO. 10"
"Wagner,  Richard","WALKURE, DIE, WWV 86B"
"Schubert,  Franz","ROSAMUNDE: INCIDENTAL MUSIC, D.797"
"Bach,  Johann  Sebastian","TOCCATA & FUGUE, D MINOR, BWV 565 (PIANO) (ARR. Tausig)"
"Mozart,  Wolfgang  Amadeus","MINUET (UNSPECIFIED), SOLO PIANO"
"Rameau,  Jean-Philippe","GAVOTTE ET VARIATIONS"
"Paganini,  Nicolò","CONCERTO, VIOLIN, NO. 1, D MAJOR, OP. 6"
"Schumann,  Robert","FANTASIESTUCKE, OP. 12"
"Hiller,  Ferdinand","GUITARRE: IMPROMPTU"
"Leschetizky,  Theodor","ALOUETTES"
"Rubinstein,  Anton","VALSE, A-FLAT (SOLO PIANO)"
"Liszt,  Franz","HUNGARIAN FANTASY, PIANO AND ORCHESTRA"
"Saint-Saens [Saint-Saëns],  Camille","CONCERTO, PIANO, NO. 2, G MINOR, OP. 22"
"Wagner,  Richard","GOTTERDAMMERUNG [GÖTTERDÄMMERUNG]"
"Goldmark,  Karl","RUSTIC WEDDING SYMPHONY, OP. 26"
"Haydn,  Franz  Joseph","TEMPEST, THE"
"Beethoven,  Ludwig  van","RUINS OF ATHENS, OP. 113"
"Berlioz,  Hector","NUITS D'ETE, OP.7"
"Berlioz,  Hector","TROYENS, LES"
"Beethoven,  Ludwig  van","FANTASIA FOR PIANO, CHORUS AND ORCH., OP.80"
"Fuchs,  Robert","SERENADE, STRING ORCHESTRA, OP. 9, D MAJOR"
"Bronsart,  Hans  Von","CONCERTO, PIANO, F SHARP MINOR, OP.10"
"Handel,  George  Frideric","L'ALLEGRO, IL PENSEROSO ED IL MODERATO"
"Raff,  Joachim","SUITE, PIANO, OP. 200"
"Brahms,  Johannes","SYMPHONY NO. 1 IN C MINOR, OP. 68"
"Volkmann,  Friedrich  Robert","SERENADE FOR STRINGS NO. 3, D MINOR, OP. 69"
"Brahms,  Johannes","VARIATIONS ON A THEME BY HAYDN, OP. 56A"
"Liszt,  Franz","LORELEY, DIE (VOICE/ORCHESTRA)"
"Raff,  Joachim","CONCERTO, VIOLIN"
"Wilhelmj,  August  Daniel Ferdinand","FANTASIESTUCK FOR VIOLIN AND ORCHESTRA"
"Brahms,  Johannes","SYMPHONY NO. 2 IN D MAJOR, OP. 73"
"Ernst,  Heinrich  Wilhelm","CONCERTO PATHÉTIQUE, VIOLIN, OP.23"
"Mercadante,  Giuseppe  Saverio","IL GIURAMENTO"
"Chopin,  Frédéric","NOCTURNE, E-FLAT MAJOR (SOLO VIOLIN) (ARR. Remenyi)"
"Chopin,  Frédéric","MAZURKA NO.  5, B-FLAT MAJOR, OP. 7, NO. 1 (SOLO VIOLIN) (ARR. Remenyi)"
"Liszt,  Franz","HUNNENSCHLACHT, DIE (SYMPHONIC POEM NO. 11)"
"Svendsen,  Johan","VARIATIONS ON A NORWEGIAN FOLKTUNE"
"Handel,  George  Frideric","ALLEGRO, STRING ORCHESTRA AND TWO OBOES"
"Glinka,  Mikhail","KAMARINSKAYA"
"Rubinstein,  Anton","WENN ES DOCH IMMER SO BLIEBE"
"Schubert,  Franz","HEIDENROSLEIN, D.257"
"Tchaikovsky,  Pyotr  Ilyich","FRANCESCA DA RIMINI, OP. 32"
"Handel,  George  Frideric","SERSE"
"Grieg,  Edvard","CONCERTO, PIANO, A MINOR, OP.16"
"Berlioz,  Hector","CAPTIVE, LA, OP. 12"
"Mendelssohn,  Felix","IM GRUNEN (SPRING SONG) (SOLOIST)"
"Saint-Saens [Saint-Saëns],  Camille","SYMPHONY NO. 2, OP. 55, A MINOR"
"Tchaikovsky,  Pyotr  Ilyich","SYMPHONY NO. 3, D MAJOR, OP. 29 (POLISH)"
"Rubinstein,  Anton","OCTET, D MAJOR, OP. 9"
"Sarasate,  Pablo  de","ZIGEUNERWEISEN (GYPSY AIRS), OP.20"
"Schumann,  Robert","TWELVE PIECES FOR CHILDREN LITTLE AND BIG, OP. 85 (ORCH.) (ARR. Saint-Saens [Saint-Saëns])"
"Bazzini,  Antonio","QUARTET, STRING, NO. 2, D MINOR, OP. 75"
"Liszt,  Franz","VENEZIA E NAPOLI"
"Spohr,  Louis","ZEMIRE UND AZOR, WOO 52"
"Raff,  Joachim","STANDCHEN (SERENADE)"
"Boccherini,  Luigi","QUINTET, STRING, E MAJOR, OP. 11, NO. 5, G. 275"
"Schumann,  Robert","QUINTET, PIANO/STRINGS, E-FLAT MAJOR, OP.44"
"Schumann,  Robert","FRAUENLIEBE UND LEBEN, OP. 42"
"Handel,  George  Frideric","XERXES: LARGO (FLUTE) (ARR. Unspecified)"
"Mendelssohn,  Felix","LIED OHNE WORTE (UNSPECIFIED) (FLUTE) (ARR. Unspecified)"
"Schumann,  Robert","KINDERSZENEN, OP. 15, NO. 7: TRAUMEREI (CHAMBER ENSEMBLE) (ARR. Unspecified)"
"Soderman [Söderman],  August","SWEDISH WEDDING MARCH"
"Rubinstein,  Anton","TRIO, PIANO, B-FLAT MAJOR, OP. 52"
"Pergolesi,  Giovanni  Battista","SICILIANA"
"Chopin,  Frédéric","BERCEUSE, OP. 57"
"Boccherini,  Luigi","SICILIENNE"
"Scharwenka,  Franz  Xaver","CONCERTO, PIANO, NO. 1, B-FLAT MINOR, OP. 32"
"Grieg,  Edvard","AT THE CLOISTER GATE, OP. 20"
"Brull,  Ignaz","CONCERTO, PIANO, OP.10"
"Wagner,  Richard","KAISERMARSCH"
"Boccherini,  Luigi","OCTET, DIVERTIMENTO NOTTURNO, G MAJOR, OP. 38, NO. 4, G. 470"
"Beethoven,  Ludwig  van","AH, PERFIDO, OP. 65 (SOPRANO/PIANO) (ARR. Unspecified)"
"Schubert,  Franz","QUINTET FOR PIANO AND STRINGS, A MAJOR, D.667 (TROUT)"
"Chopin,  Frédéric","NOCTURNE NO. 9, B MAJOR, OP. 31 NO. 1 (ORCH) (ARR. Wilhelmj)"
"Kiel,  Friedrich","CHRISTUS"
"Handel,  George  Frideric","XERXES: LARGO (ORCH) (ARR. Damrosch)"
"Mozart,  Wolfgang  Amadeus","AVE VERUM CORPUS, K. 618"
"Bach,  Johann  Sebastian","ST. MATTHEW PASSION, BWV 244"
"Beethoven,  Ludwig  van","QUINTET, STRING, OP. 29"
"Bach,  Johann  Sebastian","CON., FLUTE, VIOLIN AND HARPSICHORD, A MINOR, BWV 1044"
"Curschmann,  Karl  Friedrich","SCHIFFER, DER"
"Schumann,  Clara","LIEBST DU UM SCHÖNHEIT"
"Franz,  Robert","ER IST GEKOMMEN"
"Grieg,  Edvard","QUARTET, STRING, G MINOR, OP.27"
"Volkmann,  Friedrich  Robert","TO THE NIGHT"
"Raff,  Joachim","SYMPHONY NO. 8, FRUHLINGSKLANGE, OP. 205"
"Schubert,  Franz","HEIMWEH, DAS, D.456 (VOICE/ORCH) (ARR. Damrosch)"
"Tchaikovsky,  Pyotr  Ilyich","CONCERTO, PIANO, NO. 1, B-FLAT MINOR, OP. 23"
"Schumann,  Robert","QUARTET, STRING, A MINOR, OP. 41, NO. 1"
"Raff,  Joachim","SONATA, VIOLIN, A MAJOR, OP. 78"
"Bruckler,  Hugo","TROMPETER VON SÄKKINGEN, DER (SONGS)"
"Goldmark,  Karl","QUINTET, PIANO, B-FLAT MAJOR, OP. 30"
"Bach,  Johann  Sebastian","TOCCATA (UNSPECIFIED) (ARR. Esser)"
"Jommelli,  Niccolò","CALANDRINA, LA"
"Goldmark,  Karl","PENTHESILEA OVERTURE, OP. 31"
"Reinhold,  Hugo","PRELUDE, MINUET AND FUGUE, OP. 10"
"Beethoven,  Ludwig  van","TRIO, VLN/VC/PNO, OP. 97, B-FLAT ""ARCHDUKE"""
"Bizet,  Georges","L'ARLESIENNE: SUITE NO. 1"
"Cherubini,  Luigi","QUARTET, STRING, NO. 1, E-FLAT MAJOR"
"Schubert,  Franz","VARIATIONS, TROCKNE BLUMEN, FLUTE/PIANO, D.802"
"Mozart,  Wolfgang  Amadeus","QUARTET, STRINGS, NO. 23, F MAJOR, K.590"
"Tchaikovsky,  Pyotr  Ilyich","SUITE NO. 1, D MINOR, OP.43"
"Saint-Saens [Saint-Saëns],  Camille","CONCERTO, CELLO, NO. 1, A MINOR, OP. 33"
"Chopin,  Frédéric","NOCTURNE, UNSPECIFIED (CELLO, ORCH) (ARR. Unspecified)"
"Fischer,  Adolf","TARANTELLE FOR CELLO AND ORCHESTRA"
"Bach,  Johann  Sebastian","PRELUDE, ADAGIO, GAVOTTE AND RONDO (UNSPECIFIED) (ARR. Bachrich)"
"Rubinstein,  Anton","SYMPHONY NO. 4, D MINOR, OP. 95"
"Berlioz,  Hector","DAMNATION DE FAUST, LA, OP. 24"
"Mozart,  Wolfgang  Amadeus","ADAGIO AND FUGUE, STRING QUARTET, C MIN, K.546 (QUART./STR. ORCH.)"
"Dvorak,  Antonín","SLAVONIC RHAPSODY, G MINOR, OP. 45, NO. 2"
"Wagner,  Richard","SIEGFRIED, WWV 86C"
"Bach,  Johann  Sebastian","FANTASIA AND FUGUE, CHROMATIC, D MINOR, BWV 903 (ARR. Bristow)"
"Handel,  George  Frideric","ALEXANDER'S FEAST"
"Berlioz,  Hector","HAROLD IN ITALY, OP.16"
"Bronsart,  Hans  Von","FRUHLINGS-FANTASIE, OP. 11"
"Handel,  George  Frideric","SIROE"
"Mendelssohn,  Felix","CONCERTO, VIOLIN, D MINOR"
"Chopin,  Frédéric","NOCTURNE, E-FLAT MAJOR (VIOLIN+PIANO) (ARR. Sarasate)"
"Bach,  Johann  Sebastian","CANTATA NO.  80: ""EIN FESTE BURG IST UNSER GOTT""  (ARR. Thomas)"
"Rossi,  Francesco","MITRANES"
"Rheinberger,  Joseph","OVERTURE TO SCHILLER'S DEMETRIUS, OP. 110"
"Bach,  Johann  Sebastian","BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048"
"Svendsen,  Johan","ROMEO AND JULIET FANTASIA, OP. 18"
"Berlioz,  Hector","CINQ MAI, LE"
"Rubinstein,  Anton","HECUBA, OP. 92"
"Beethoven,  Ludwig  van","IN QUESTA TOMBA OSCURA, WOO 133"
"Brahms,  Johannes","ACADEMIC FESTIVAL OVERTURE, OP.80"
"Brahms,  Johannes","TRAGIC OVERTURE, OP. 81"
"Tchaikovsky,  Pyotr  Ilyich","CONCERTO, PIANO, NO. 2, G MAJOR, OP.44"
"Schubert,  Franz","QUINTET, STRINGS, C MAJOR, D.956 (ARR. Damrosch)"
"Saint-Saens [Saint-Saëns],  Camille","CONCERTO, PIANO, NO. 4, C MINOR, OP. 44"
"Grieg,  Edvard","MELODIES, TWO, OP. 53"
"Bach,  Johann  Sebastian","CON., VIOLINS, (TWO), BWV 1043, D MINOR"
"Rubinstein,  Anton","SYMPHONY NO. 5, G MINOR, OP. 107"
"Beethoven,  Ludwig  van","DER WACHTELSCHLAG, WOO 129 (ARR. Damrosch)"
"Berlioz,  Hector","BEATRICE ET BENEDICT"
"Spohr,  Louis","CONCERTO, VIOLIN, A MAJOR"
"Gluck,  Christoph  Willibald","ARMIDE"
"Beethoven,  Ludwig  van","QUARTET, STRING, OP.  59, NO. 3, C MAJOR"
"Berlioz,  Hector","BENVENUTO CELLINI"
"Huber,  Hans","SYMPHONY NO. 1, OP. 63, TELL"
"Handel,  George  Frideric","PARTENOPE"
"Wagner,  Richard","RHEINGOLD, DAS WWV 86A"
"Goetz,  Hermann","CONCERTO, PIANO, B FLAT MAJOR, OP. 18"
"Wagner,  Richard","PARSIFAL, WWV 111"
"Cowen,  Sir  Frederic  Hymen","SYMPHONY IN C MINOR (SCANDINAVIAN)"
"Mozart,  Wolfgang  Amadeus","MIA SPERANZA ADORATA, K.416"
"Brahms,  Johannes","CONCERTO, PIANO, NO. 2, B FLAT MAJOR, OP.83"
"Bruch,  Max","SYMPHONY NO. 3, E MAJOR, OP.51"
"Liszt,  Franz","MIGNON'S LIED"
"Lotti,  Antonio","PUR DICESTI"
"Rubinstein,  Anton","RUSSIA"
"Dvorak,  Antonín","SYMPHONY NO. 6, D MAJOR, OP.60 (OLD NO. 1)"
"Brahms,  Johannes","ALTO RHAPSODY, OP. 53"
"Gradener [Grädener],  Hermann","CAPRICCIO, OP.4"
"Schubert,  Franz","TRAUERMARSCH IN C MINOR, D.859, OP. 55 (ARR. Liszt)"
"Schubert,  Franz","SONG (UNSPECIFIED)"
"Reinhold,  Hugo","CONCERT OVERTURE, OP. 32"
"Rubinstein,  Anton","SYMPHONY NO. 2 (OCEAN), C MAJOR, OP.42 (1880 VERSION)"
"Bruch,  Max","KOL NIDREI, OP.47"
"Thomas,  Ambroise","MIGNON"
"Mackenzie,  Alexander  C.","BELLE DAME SANS MERCI, LA"
"Rubinstein,  Anton","PAGE, DER, OP. 32, NO. 4"
"Brahms,  Johannes","VON EWIGER LIEBE, OP. 43, NO. 1"
"Tartini,  Giuseppe","VARIATIONS SERIEUSES"
"Tchaikovsky,  Pyotr  Ilyich","SYMPHONY NO. 2, C MINOR, OP.17 (LITTLE RUSSIAN)"
"Bach,  Johann  Sebastian","PRELUDE, ADAGIO AND GAVOTTE (UNSPECIFIED) (ARR. Bachrich)"
"Goetz,  Hermann","SYMPHONY, F MAJOR, OP. 9"
"Widor,  Charles  Marie","LIA E MORTE"
"Mendelssohn,  Felix","FRUHLINGSLIED, OP. 47, NO. 3"
"Henschel,  Sir  George","SING HEIGH-HO"
"Stanford,  Sir  Charles  Villiers","SERENADE IN G MAJOR"
"Beethoven,  Ludwig  van","KING STEPHEN, OP. 117"
"Molique,  Wilhelm  Bernhard","CONCERTO, CELLO, D MAJOR, OP. 45"
"Berlioz,  Hector","L'ENFANCE DU CHRIST, OP.  25"
"Beethoven,  Ludwig  van","QUARTET, STRING, OP. 131, C SHARP MINOR (ARR. ORCH) (ARR. Muller-Berghaus)"
"Wagner,  Richard","RHEINGOLD, DAS WWV 86A: ENTRANCE, GODS INTO VALHALLA (ARR. Zumpe)"
"Brahms,  Johannes","SYMPHONY NO. 3 IN F MAJOR, OP. 90"
"Dvorak,  Antonín","HUSITSKA, OP.67"
"Massenet,  Jules","HERODIADE"
"Schubert,  Franz","HARFENSPIELER, D.325"
"Schumann,  Robert","ON THE BANKS OF THE EBRON"
"Damrosch,  Leopold","CONCERT PIECE IN THE FORM OF A SERENADE"
"Strauss,  Richard","SYMPHONY, F MINOR, OP. 12"
"Volkmann,  Friedrich  Robert","CONCERTO, CELLO, OP. 33"
"Schumann,  Robert","SONGS (UNSPECIFIED)"
"Rubinstein,  Anton","SONG (UNSPECIFIED)"
"Nicode [Nicodé],  Jean  Louis","SYMPHONIC VARIATIONS, C MINOR, OP. 27"
"Liszt,  Franz","JEANNE D'ARC"
"Tchaikovsky,  Pyotr  Ilyich","SERENADE FOR STRINGS, OP.48"
"Wagner,  Richard","SIEGFRIED IDYLL, WWV 103"
"Rheinberger,  Joseph","SYMPHONIC TONE-PICTURE"
"Saint-Saens [Saint-Saëns],  Camille","BARCAROLLE FOR HARP AND ORCHESTRA"
"Cowen,  Sir  Frederic  Hymen","SYMPHONY NO. 4, B FLAT MINOR (THE WELSH)"
"Damrosch,  Leopold","SULAMITH"
"Damrosch,  Leopold","HAROLD HARFAGER"
"Damrosch,  Leopold","DEREINST, DEREINST"
"Damrosch,  Leopold","NELKEN WIND' ICH UND JASMIN"
"Schumann,  Robert","TOCCATA, C MAJOR, OP. 7 (ARR. Damrosch)"
"Gluck,  Christoph  Willibald","IPHIGÉNIE EN TAURIDE"
"Draeseke,  Felix","SYMPHONY NO. 2 IN F MAJOR"
"Vieuxtemps,  Henri","ADAGIO AND RONDO"
"Wieniawski,  Henri","LEGEND FOR VIOLIN AND ORCHESTRA, OP.17"
"Liszt,  Franz","HUNGARIAN RHAPSODY NO. 14"
"Raff,  Joachim","DREAM KING AND HIS LOVE"
"Krug,  Arnold","OTHELLO: SYMPHONIC PROLOGUE"
"Dvorak,  Antonín","SCHERZO CAPRICCIOSO, OP.66"
"Bruckner,  Anton","SYMPHONY NO. 3, D MINOR"
"Gluck,  Christoph  Willibald","AIRS DE BALLET, SUITE NO. 2 (FROM VARIOUS OPERAS) (ARR. Gevaert)"
"Gounod,  Charles","REINE DE SEBA, LA"
"Saint-Saens [Saint-Saëns],  Camille","FORTH THE EAGLE HAS FLOWN"
"Scharwenka,  Franz  Xaver","SYMPHONY, C MINOR, OP. 60"
"Dvorak,  Antonín","SYMPHONY NO. 7, D MINOR, OP.70 (OLD NO. 2)"
"Schubert,  Franz","ALLMACHT, DIE, D.852"
"Lalo,  Edouard","RAPSODIE NORVEGIENNE (RAPSODIE POUR ORCHESTRE)"
"Lalo,  Edouard","SCHERZO"
"Damrosch,  Leopold","FESTIVAL OVERTURE"
"Mozart,  Wolfgang  Amadeus","QUINTET, CLARINET, A MAJOR, K.581"
"Grieg,  Edvard","ROMANCES AND BALLADS, OP. 9"
"Schumann,  Robert","LIEDERKREIS, OP. 39"
"Raff,  Joachim","QUINTET, PIANO/STRINGS, A MINOR, OP. 107"
"Bach,  Johann  Sebastian","SUITE NO. 2,  B MINOR, BWV 1067"
"Haydn,  Franz  Joseph","ARIANNA A NAXOS (TESEO MIO BEN), H.XXVIB:2"
"Scholz,  Bernhard  E.","SYMPHONY, B FLAT MAJOR, OP. 60"
"Bach,  Johann  Sebastian","SUITE, E MAJOR (UNIDENTIFIED) (ARR. Bachrich)"
"Bird,  Arthur","SYMPHONY NO. 1, A MAJOR"
"Hartmann,","SWAN'S SONG"
"Lassen,  Eduard","ALL SOUL'S DAY"
"Tchaikovsky,  Pyotr  Ilyich","NONE BUT THE LONELY HEART, OP. 6 NO. 6"
"Tchaikovsky,  Pyotr  Ilyich","CAPRICCIO ITALIEN, OP.45"
"Rubinstein,  Anton","NERO"
"Bruckner,  Anton","SYMPHONY NO. 7, E MAJOR"
"Tchaikovsky,  Pyotr  Ilyich","SYMPHONY, MANFRED, OP. 58"
"Brahms,  Johannes","SYMPHONY NO. 4 IN E MINOR, OP. 98"
"Herbert,  Victor","SUITE, VIOLONCELLO"
"Gretry [Grétry],  Andre [André]  Ernest Modeste","ZEMIRE ET AZOR"
"Berlioz,  Hector","UNKNOWN LAND, THE"
"Bulow,  Hans  Von","MINSTREL'S CURSE, THE"
"Saint-Saens [Saint-Saëns],  Camille","SYMPHONY NO. 3 IN C MINOR, OP. 78 (ORGAN SYM.)"
"Bach,  Johann  Sebastian","TOCCATA & FUGUE, F MAJOR, BWV 540 (ARR. Esser)"
"Franchetti,  Baron  Alberto","SYMPHONY, E MINOR"
"Litolff,  Henry  Charles","CONCERTO SYMPHONIQUE, NO. 4, D MINOR, OP. 102"
"Schubert,  Franz","GRUPPE AUS DEM TARTARUS, D.396"
"Schumann,  Robert","ROMANZEN UND BALLADEN, OP. 49, NO. 1:  DIE BEIDEN GRENADIERE, OP. 49, NO. 1"
"Rubinstein,  Anton","CONCERTO, VIOLIN, OP. 46"
"D'Albert,  Eugen","SYMPHONY NO. 1, OP. 4"
